[2018-03-14 13:59:05] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:59:05] [INFO]关闭所有存盘线程
[2018-03-14 13:59:08] [INFO]初始化运行日志存盘路径
[2018-03-14 13:59:09] [INFO]尝试连接--USB应答机A...
[2018-03-14 13:59:09] [INFO]连接成功--USB应答机A
[2018-03-14 13:59:09] [INFO]连接成功--USB应答机A--遥控端口
[2018-03-14 13:59:09] [INFO]连接成功--USB应答机A--遥测端口
[2018-03-14 13:59:11] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:59:11] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:59:14] [INFO]关闭连接--USB应答机A
[2018-03-14 13:59:14] [INFO]关闭所有存盘线程
[2018-03-14 13:59:18] [INFO]初始化运行日志存盘路径
[2018-03-14 13:59:19] [INFO]尝试连接--USB应答机A...
[2018-03-14 13:59:19] [INFO]连接成功--USB应答机A
[2018-03-14 13:59:19] [INFO]连接成功--USB应答机A--遥控端口
[2018-03-14 13:59:19] [INFO]连接成功--USB应答机A--遥测端口
[2018-03-14 13:59:22] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:59:22] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:59:22] [INFO]关闭连接--USB应答机A
[2018-03-14 13:59:22] [INFO]关闭所有存盘线程
